"absolute_panel","panel_id","page","panel_on_page","scene","scene_name","act_layer","board_geometry","gradient_band","panel_role","visual_meaning","allowed_language","visual_focus","prompt_seed","source_image","render_mode","jp2a_width","jp2a_chars","curation_notes"
"146","B1-P25-F2","25","2","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Disturb","introduces the interruption","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Disturb; introduces the interruption","","single-letter","60"," I",""
"147","B1-P25-F3","25","3","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Answer","shows how darkness/crate responds","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Answer; shows how darkness/crate responds","","single-letter","60"," I",""
"148","B1-P25-F4","25","4","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Transform","shows the change beginning","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Transform; shows the change beginning","","single-letter","60"," I",""
"149","B1-P25-F5","25","5","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Clarify","makes one element more readable","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Clarify; makes one element more readable","","single-letter","60"," I",""
"150","B1-P25-F6","25","6","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Hand-off","points toward the next page","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Hand-off; points toward the next page","","single-letter","60"," I",""
"151","B1-P26-F1","26","1","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Establish","sets the page condition","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Establish; sets the page condition","","single-letter","60"," I",""
"152","B1-P26-F2","26","2","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Disturb","introduces the interruption","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Disturb; introduces the interruption","","single-letter","60"," I",""
"153","B1-P26-F3","26","3","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Answer","shows how darkness/crate responds","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Answer; shows how darkness/crate responds","","single-letter","60"," I",""
"154","B1-P26-F4","26","4","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Transform","shows the change beginning","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Transform; shows the change beginning","","single-letter","60"," I",""
"155","B1-P26-F5","26","5","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Clarify","makes one element more readable","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Clarify; makes one element more readable","","single-letter","60"," I",""
"156","B1-P26-F6","26","6","7","Wood","Act Two: Terror / Death","dense cluster","G25 black with wood detail","Hand-off","points toward the next page","object/action fragments","wood grain emerging from blackness","Act Two: Terror / Death; dense cluster; wood grain emerging from blackness; G25 black with wood detail; Hand-off; points toward the next page","","single-letter","60"," I",""
"157","B1-P27-F1","27","1","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Establish","sets the page condition","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Establish; sets the page condition","","single-letter","60"," I",""
"158","B1-P27-F2","27","2","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Disturb","introduces the interruption","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Disturb; introduces the interruption","","single-letter","60"," I",""
"159","B1-P27-F3","27","3","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Answer","shows how darkness/crate responds","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Answer; shows how darkness/crate responds","","single-letter","60"," I",""
"160","B1-P27-F4","27","4","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Transform","shows the change beginning","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Transform; shows the change beginning","","single-letter","60"," I",""
"161","B1-P27-F5","27","5","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Clarify","makes one element more readable","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Clarify; makes one element more readable","","single-letter","60"," I",""
"162","B1-P27-F6","27","6","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Hand-off","points toward the next page","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Hand-off; points toward the next page","","single-letter","60"," I",""
"163","B1-P28-F1","28","1","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Establish","sets the page condition","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Establish; sets the page condition","","single-letter","60"," I",""
"164","B1-P28-F2","28","2","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Disturb","introduces the interruption","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Disturb; introduces the interruption","","single-letter","60"," I",""
"165","B1-P28-F3","28","3","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Answer","shows how darkness/crate responds","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Answer; shows how darkness/crate responds","","single-letter","60"," I",""
"166","B1-P28-F4","28","4","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Transform","shows the change beginning","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Transform; shows the change beginning","","single-letter","60"," I",""
"167","B1-P28-F5","28","5","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Clarify","makes one element more readable","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Clarify; makes one element more readable","","single-letter","60"," I",""
"168","B1-P28-F6","28","6","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Hand-off","points toward the next page","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Hand-off; points toward the next page","","single-letter","60"," I",""
"169","B1-P29-F1","29","1","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Establish","sets the page condition","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Establish; sets the page condition","","single-letter","60"," I",""
"170","B1-P29-F2","29","2","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Disturb","introduces the interruption","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Disturb; introduces the interruption","","single-letter","60"," I",""
"171","B1-P29-F3","29","3","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Answer","shows how darkness/crate responds","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Answer; shows how darkness/crate responds","","single-letter","60"," I",""
"172","B1-P29-F4","29","4","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Transform","shows the change beginning","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Transform; shows the change beginning","","single-letter","60"," I",""
"173","B1-P29-F5","29","5","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Clarify","makes one element more readable","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Clarify; makes one element more readable","","single-letter","60"," I",""
"174","B1-P29-F6","29","6","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Hand-off","points toward the next page","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Hand-off; points toward the next page","","single-letter","60"," I",""
"175","B1-P30-F1","30","1","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Establish","sets the page condition","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Establish; sets the page condition","","single-letter","60"," I",""
"176","B1-P30-F2","30","2","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Disturb","introduces the interruption","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Disturb; introduces the interruption","","single-letter","60"," I",""
"177","B1-P30-F3","30","3","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Answer","shows how darkness/crate responds","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Answer; shows how darkness/crate responds","","single-letter","60"," I",""
"178","B1-P30-F4","30","4","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Transform","shows the change beginning","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Transform; shows the change beginning","","single-letter","60"," I",""
"179","B1-P30-F5","30","5","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Clarify","makes one element more readable","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Clarify; makes one element more readable","","single-letter","60"," I",""
"180","B1-P30-F6","30","6","8","The Seam","Act Two: Terror / Death","horizontal seam","G25 black with wood detail","Hand-off","points toward the next page","object/action fragments","upper door seam appears as possible exit","Act Two: Terror / Death; horizontal seam; upper door seam appears as possible exit; G25 black with wood detail; Hand-off; points toward the next page","","single-letter","60"," I",""
"181","B1-P31-F1","31","1","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Establish; sets the page condition","reference-images/photo_5084721424672428300_x.jpg","ascii-dense","90","",""
"182","B1-P31-F2","31","2","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"183","B1-P31-F3","31","3","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"184","B1-P31-F4","31","4","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"185","B1-P31-F5","31","5","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"186","B1-P31-F6","31","6","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"187","B1-P32-F1","32","1","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"188","B1-P32-F2","32","2","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"189","B1-P32-F3","32","3","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"190","B1-P32-F4","32","4","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"191","B1-P32-F5","32","5","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"192","B1-P32-F6","32","6","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"193","B1-P33-F1","33","1","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"194","B1-P33-F2","33","2","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"195","B1-P33-F3","33","3","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"196","B1-P33-F4","33","4","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"197","B1-P33-F5","33","5","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"198","B1-P33-F6","33","6","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"199","B1-P34-F1","34","1","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"200","B1-P34-F2","34","2","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"201","B1-P34-F3","34","3","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"202","B1-P34-F4","34","4","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"203","B1-P34-F5","34","5","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"204","B1-P34-F6","34","6","9","Sliver","Act Two: Terror / Death","horizontal seam","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","thin rupture light through seam","Act Two: Terror / Death; horizontal seam; thin rupture light through seam; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"205","B1-P35-F1","35","1","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"206","B1-P35-F2","35","2","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"207","B1-P35-F3","35","3","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"208","B1-P35-F4","35","4","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"209","B1-P35-F5","35","5","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"210","B1-P35-F6","35","6","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"211","B1-P36-F1","36","1","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"212","B1-P36-F2","36","2","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"213","B1-P36-F3","36","3","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"214","B1-P36-F4","36","4","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"215","B1-P36-F5","36","5","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"216","B1-P36-F6","36","6","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"217","B1-P37-F1","37","1","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"218","B1-P37-F2","37","2","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"219","B1-P37-F3","37","3","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"220","B1-P37-F4","37","4","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"221","B1-P37-F5","37","5","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"222","B1-P37-F6","37","6","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"223","B1-P38-F1","38","1","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Establish","sets the page condition","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Establish; sets the page condition","","ascii-dense","90","",""
"224","B1-P38-F2","38","2","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Disturb","introduces the interruption","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Disturb; introduces the interruption","","ascii-dense","90","",""
"225","B1-P38-F3","38","3","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Answer","shows how darkness/crate responds","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Answer; shows how darkness/crate responds","","ascii-dense","90","",""
"226","B1-P38-F4","38","4","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Transform","shows the change beginning","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Transform; shows the change beginning","","ascii-dense","90","",""
"227","B1-P38-F5","38","5","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Clarify","makes one element more readable","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Clarify; makes one element more readable","","ascii-dense","90","",""
"228","B1-P38-F6","38","6","10","Break","Act Two: Terror / Death","diagonal pressure to direction","G35 dark grey with rupture sliver","Hand-off","points toward the next page","fragment chains, no prose","crate breaking under growth pressure","Act Two: Terror / Death; diagonal pressure to direction; crate breaking under growth pressure; G35 dark grey with rupture sliver; Hand-off; points toward the next page","","ascii-dense","90","",""
"229","B1-P39-F1","39","1","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Establish","sets the page condition","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Establish; sets the page condition","reference-images/photo_5084721424672428300_x.jpg","binary","110","01",""
"230","B1-P39-F2","39","2","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Disturb","introduces the interruption","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Disturb; introduces the interruption","","binary","110","01",""
"231","B1-P39-F3","39","3","11","Dark Home-Space","Act Three: Action / Rebirth","diagonal pressure to direction","G45 grey-dark exterior uncertainty","Answer","shows how darkness/crate responds","fragment chains, no prose","symbolic family-home darkness outside crate","Act Three: Action / Rebirth; diagonal pressure to direction; symbolic family-home darkness outside crate; G45 grey-dark exterior uncertainty; Answer; shows how darkness/crate responds","","binary","110","01",""
